"";"DRS";"UTI_adulto_1";"UTI_adulto_2";"UTI_adulto_3";"UTI_adulto_4";"UTI_adulto_0";"UTI_adulto_total";"UTI_ped_1";"UTI_ped_2";"UTI_ped_3";"UTI_ped_4";"UTI_ped_total";"data"
"1447";"DRS II - ARAÇATUBA";2;9;2;NA;NA;13;NA;NA;NA;NA;0;2021-06-18
"1448";"DRS III - ARARAQUARA";2;10;4;2;NA;18;NA;NA;NA;NA;0;2021-06-18
"1449";"DRS IV - BAIXADA SANTISTA";NA;2;2;NA;NA;4;NA;NA;NA;NA;0;2021-06-18
"1450";"DRS V - BARRETOS";4;32;13;NA;1;50;NA;NA;NA;NA;0;2021-06-18
"1451";"DRS VI - BAURU";2;36;12;NA;1;51;NA;NA;NA;NA;0;2021-06-18
"1452";"DRS VII - CAMPINAS";9;49;28;4;1;91;NA;NA;NA;NA;0;2021-06-18
"1453";"DRS VIII - FRANCA";1;6;1;NA;NA;8;NA;NA;NA;NA;0;2021-06-18
"1454";"DRS IX - MARÍLIA";7;49;15;NA;NA;71;NA;NA;NA;NA;0;2021-06-18
"1455";"DRS X - PIRACICABA";7;25;17;NA;NA;49;NA;NA;NA;NA;0;2021-06-18
"1456";"DRS XI - PRESIDENTE PRUDENTE";2;15;8;NA;NA;25;NA;NA;NA;NA;0;2021-06-18
"1457";"DRS XII - REGISTRO";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-18
"1458";"DRS XIII - RIBEIRÃO PRETO";3;20;5;NA;1;29;NA;NA;NA;NA;0;2021-06-18
"1459";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;3;NA;NA;5;NA;NA;NA;NA;0;2021-06-18
"1460";"DRS XV - SÃO JOSÉ DO RIO PRETO";18;58;17;NA;NA;93;NA;NA;NA;NA;0;2021-06-18
"1461";"DRS XVI - SOROCABA";4;55;27;2;1;89;NA;NA;NA;NA;0;2021-06-18
"1462";"DRS XVII - TAUBATÉ";4;5;3;NA;NA;12;NA;NA;NA;NA;0;2021-06-18
"1463";"DRS I - GRANDE SÃO PAULO";1;9;7;2;1;20;NA;NA;2;NA;2;2021-06-19
"1464";"DRS II - ARAÇATUBA";3;9;2;NA;NA;14;NA;NA;1;NA;1;2021-06-19
"1465";"DRS III - ARARAQUARA";3;9;8;NA;NA;20;NA;NA;NA;NA;0;2021-06-19
"1466";"DRS IV - BAIXADA SANTISTA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-19
"1467";"DRS V - BARRETOS";1;27;14;NA;NA;42;NA;NA;NA;NA;0;2021-06-19
"1468";"DRS VI - BAURU";1;25;16;NA;1;43;NA;NA;NA;NA;0;2021-06-19
"1469";"DRS VII - CAMPINAS";5;40;30;5;NA;80;NA;NA;NA;NA;0;2021-06-19
"1470";"DRS VIII - FRANCA";1;7;2;NA;1;11;NA;NA;NA;NA;0;2021-06-19
"1471";"DRS IX - MARÍLIA";7;38;14;1;NA;60;NA;NA;NA;NA;0;2021-06-19
"1472";"DRS X - PIRACICABA";6;23;9;NA;NA;38;NA;NA;NA;NA;0;2021-06-19
"1473";"DRS XI - PRESIDENTE PRUDENTE";1;13;4;NA;NA;18;NA;NA;NA;NA;0;2021-06-19
"1474";"DRS XII - REGISTRO";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-19
"1475";"DRS XIII - RIBEIRÃO PRETO";4;21;1;NA;1;27;NA;NA;NA;NA;0;2021-06-19
"1476";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-06-19
"1477";"DRS XV - SÃO JOSÉ DO RIO PRETO";17;62;17;NA;NA;96;NA;NA;NA;NA;0;2021-06-19
"1478";"DRS XVI - SOROCABA";5;61;27;NA;1;94;NA;NA;NA;NA;0;2021-06-19
"1479";"DRS XVII - TAUBATÉ";4;1;3;NA;NA;8;NA;NA;NA;NA;0;2021-06-19
"1480";"DRS I - GRANDE SÃO PAULO";1;10;12;NA;1;24;NA;NA;NA;NA;0;2021-06-20
"1481";"DRS II - ARAÇATUBA";5;7;1;NA;NA;13;NA;NA;1;NA;1;2021-06-20
"1482";"DRS III - ARARAQUARA";1;10;4;NA;1;16;NA;NA;NA;NA;0;2021-06-20
"1483";"DRS IV - BAIXADA SANTISTA";1;1;2;NA;NA;4;NA;NA;NA;NA;0;2021-06-20
"1484";"DRS V - BARRETOS";2;21;16;4;NA;43;NA;NA;NA;NA;0;2021-06-20
"1485";"DRS VI - BAURU";1;27;13;NA;NA;41;NA;NA;NA;NA;0;2021-06-20
"1486";"DRS VII - CAMPINAS";3;40;23;1;NA;67;NA;NA;NA;NA;0;2021-06-20
"1487";"DRS VIII - FRANCA";1;3;NA;NA;NA;4;NA;NA;NA;NA;0;2021-06-20
"1488";"DRS IX - MARÍLIA";4;30;13;1;2;50;NA;NA;NA;NA;0;2021-06-20
"1489";"DRS X - PIRACICABA";3;15;5;1;NA;24;NA;NA;NA;NA;0;2021-06-20
"1490";"DRS XI - PRESIDENTE PRUDENTE";2;11;2;NA;NA;15;NA;NA;NA;NA;0;2021-06-20
"1491";"DRS XII - REGISTRO";NA;3;4;1;NA;8;NA;NA;NA;NA;0;2021-06-20
"1492";"DRS XIII - RIBEIRÃO PRETO";4;18;1;NA;1;24;NA;NA;NA;NA;0;2021-06-20
"1493";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;3;NA;NA;6;NA;NA;NA;NA;0;2021-06-20
"1494";"DRS XV - SÃO JOSÉ DO RIO PRETO";15;56;22;1;1;95;NA;NA;NA;NA;0;2021-06-20
"1495";"DRS XVI - SOROCABA";7;53;15;NA;1;76;NA;NA;NA;NA;0;2021-06-20
"1496";"DRS XVII - TAUBATÉ";2;1;NA;NA;NA;3;NA;NA;NA;NA;0;2021-06-20
"1497";"DRS I - GRANDE SÃO PAULO";1;12;17;2;NA;32;NA;NA;2;NA;2;2021-06-21
"1498";"DRS II - ARAÇATUBA";4;5;NA;NA;NA;9;NA;1;NA;NA;1;2021-06-21
"1499";"DRS III - ARARAQUARA";2;12;3;NA;1;18;NA;NA;NA;NA;0;2021-06-21
"1500";"DRS IV - BAIXADA SANTISTA";1;1;2;NA;NA;4;NA;NA;NA;NA;0;2021-06-21
"1501";"DRS V - BARRETOS";1;19;6;2;NA;28;NA;NA;NA;NA;0;2021-06-21
"1502";"DRS VI - BAURU";2;30;14;NA;2;48;NA;NA;NA;NA;0;2021-06-21
"1503";"DRS VII - CAMPINAS";3;33;37;1;NA;74;NA;NA;NA;NA;0;2021-06-21
"1504";"DRS VIII - FRANCA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-21
"1505";"DRS IX - MARÍLIA";8;25;14;NA;NA;47;NA;NA;NA;NA;0;2021-06-21
"1506";"DRS X - PIRACICABA";4;21;3;NA;NA;28;NA;NA;NA;NA;0;2021-06-21
"1507";"DRS XI - PRESIDENTE PRUDENTE";3;7;1;NA;NA;11;NA;NA;1;NA;1;2021-06-21
"1508";"DRS XII - REGISTRO";NA;7;3;NA;NA;10;NA;NA;NA;NA;0;2021-06-21
"1509";"DRS XIII - RIBEIRÃO PRETO";5;20;1;NA;1;27;NA;NA;NA;NA;0;2021-06-21
"1510";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-06-21
"1511";"DRS XV - SÃO JOSÉ DO RIO PRETO";14;56;25;NA;2;97;NA;NA;NA;NA;0;2021-06-21
"1512";"DRS XVI - SOROCABA";6;46;17;NA;1;70;NA;NA;NA;NA;0;2021-06-21
"1513";"DRS XVII - TAUBATÉ";2;1;3;1;NA;7;NA;NA;NA;NA;0;2021-06-21
"1514";"DRS I - GRANDE SÃO PAULO";NA;5;10;3;NA;18;NA;NA;NA;NA;0;2021-06-22
"1515";"DRS II - ARAÇATUBA";1;7;1;NA;NA;9;NA;1;NA;NA;1;2021-06-22
"1516";"DRS III - ARARAQUARA";2;14;2;NA;NA;18;NA;NA;NA;NA;0;2021-06-22
"1517";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-06-22
"1518";"DRS V - BARRETOS";1;21;10;NA;1;33;NA;NA;NA;NA;0;2021-06-22
"1519";"DRS VI - BAURU";3;27;15;NA;NA;45;NA;NA;NA;NA;0;2021-06-22
"1520";"DRS VII - CAMPINAS";3;39;34;2;1;79;NA;NA;NA;NA;0;2021-06-22
"1521";"DRS VIII - FRANCA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-22
"1522";"DRS IX - MARÍLIA";7;27;19;NA;NA;53;NA;NA;NA;NA;0;2021-06-22
"1523";"DRS X - PIRACICABA";3;18;4;NA;NA;25;NA;NA;NA;NA;0;2021-06-22
"1524";"DRS XI - PRESIDENTE PRUDENTE";5;4;5;NA;NA;14;NA;NA;1;NA;1;2021-06-22
"1525";"DRS XII - REGISTRO";NA;7;1;NA;NA;8;NA;NA;NA;NA;0;2021-06-22
"1526";"DRS XIII - RIBEIRÃO PRETO";5;19;3;NA;1;28;NA;NA;NA;NA;0;2021-06-22
"1527";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;4;3;NA;NA;7;NA;NA;NA;NA;0;2021-06-22
"1528";"DRS XV - SÃO JOSÉ DO RIO PRETO";15;64;27;1;1;108;NA;NA;NA;NA;0;2021-06-22
"1529";"DRS XVI - SOROCABA";7;43;21;2;1;74;NA;NA;NA;NA;0;2021-06-22
"1530";"DRS XVII - TAUBATÉ";2;3;4;NA;NA;9;NA;NA;NA;NA;0;2021-06-22
"1531";"DRS I - GRANDE SÃO PAULO";NA;6;8;NA;1;15;NA;NA;1;NA;1;2021-06-23
"1532";"DRS II - ARAÇATUBA";1;6;3;2;NA;12;NA;NA;NA;NA;0;2021-06-23
"1533";"DRS III - ARARAQUARA";2;12;NA;NA;1;15;NA;NA;NA;NA;0;2021-06-23
"1534";"DRS IV - BAIXADA SANTISTA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-06-23
"1535";"DRS V - BARRETOS";1;19;14;1;NA;35;NA;NA;NA;NA;0;2021-06-23
"1536";"DRS VI - BAURU";3;24;13;NA;NA;40;NA;NA;NA;NA;0;2021-06-23
"1537";"DRS VII - CAMPINAS";2;38;22;1;2;65;NA;NA;NA;NA;0;2021-06-23
"1538";"DRS VIII - FRANCA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-23
"1539";"DRS IX - MARÍLIA";5;26;16;NA;NA;47;NA;NA;NA;NA;0;2021-06-23
"1540";"DRS X - PIRACICABA";2;16;3;NA;NA;21;NA;NA;NA;NA;0;2021-06-23
"1541";"DRS XI - PRESIDENTE PRUDENTE";4;4;3;1;NA;12;NA;1;NA;NA;1;2021-06-23
"1542";"DRS XII - REGISTRO";NA;7;1;NA;NA;8;NA;NA;NA;NA;0;2021-06-23
"1543";"DRS XIII - RIBEIRÃO PRETO";8;17;2;NA;2;29;NA;NA;NA;NA;0;2021-06-23
"1544";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;5;1;NA;NA;6;NA;NA;NA;NA;0;2021-06-23
"1545";"DRS XV - SÃO JOSÉ DO RIO PRETO";13;64;22;NA;1;100;NA;NA;NA;NA;0;2021-06-23
"1546";"DRS XVI - SOROCABA";5;32;15;NA;NA;52;NA;NA;NA;NA;0;2021-06-23
"1547";"DRS XVII - TAUBATÉ";1;NA;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-23
"1548";"DRS I - GRANDE SÃO PAULO";NA;5;11;1;2;19;NA;NA;NA;NA;0;2021-06-24
"1549";"DRS II - ARAÇATUBA";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-06-24
"1550";"DRS III - ARARAQUARA";1;9;5;NA;1;16;NA;NA;NA;NA;0;2021-06-24
"1551";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-06-24
"1552";"DRS V - BARRETOS";1;18;11;2;NA;32;NA;NA;NA;NA;0;2021-06-24
"1553";"DRS VI - BAURU";4;26;12;NA;NA;42;NA;NA;NA;NA;0;2021-06-24
"1554";"DRS VII - CAMPINAS";3;29;30;1;1;64;NA;NA;NA;NA;0;2021-06-24
"1555";"DRS VIII - FRANCA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-06-24
"1556";"DRS IX - MARÍLIA";2;22;18;NA;NA;42;NA;NA;NA;NA;0;2021-06-24
"1557";"DRS X - PIRACICABA";4;20;3;NA;NA;27;NA;NA;NA;NA;0;2021-06-24
"1558";"DRS XI - PRESIDENTE PRUDENTE";1;7;3;NA;NA;11;NA;1;NA;NA;1;2021-06-24
"1559";"DRS XII - REGISTRO";NA;4;NA;NA;NA;4;NA;NA;NA;NA;0;2021-06-24
"1560";"DRS XIII - RIBEIRÃO PRETO";8;8;3;NA;2;21;NA;NA;NA;NA;0;2021-06-24
"1561";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;4;2;NA;NA;6;NA;NA;NA;NA;0;2021-06-24
"1562";"DRS XV - SÃO JOSÉ DO RIO PRETO";14;59;23;NA;NA;96;NA;NA;NA;NA;0;2021-06-24
"1563";"DRS XVI - SOROCABA";6;25;23;NA;1;55;NA;NA;NA;NA;0;2021-06-24
"1564";"DRS XVII - TAUBATÉ";NA;2;2;NA;NA;4;NA;NA;NA;NA;0;2021-06-24
"1565";"DRS I - GRANDE SÃO PAULO";NA;4;10;NA;NA;14;NA;NA;NA;1;1;2021-06-25
"1566";"DRS II - ARAÇATUBA";NA;6;3;NA;NA;9;NA;NA;1;NA;1;2021-06-25
"1567";"DRS III - ARARAQUARA";1;7;4;NA;NA;12;NA;NA;NA;NA;0;2021-06-25
"1568";"DRS IV - BAIXADA SANTISTA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-06-25
"1569";"DRS V - BARRETOS";NA;23;7;1;1;32;NA;NA;NA;NA;0;2021-06-25
"1570";"DRS VI - BAURU";6;23;9;NA;NA;38;NA;NA;NA;1;1;2021-06-25
"1571";"DRS VII - CAMPINAS";3;31;28;2;2;66;NA;NA;NA;NA;0;2021-06-25
"1572";"DRS VIII - FRANCA";NA;1;4;NA;NA;5;NA;NA;NA;NA;0;2021-06-25
"1573";"DRS IX - MARÍLIA";1;26;13;NA;NA;40;NA;NA;NA;NA;0;2021-06-25
"1574";"DRS X - PIRACICABA";5;17;5;NA;NA;27;NA;NA;NA;NA;0;2021-06-25
"1575";"DRS XI - PRESIDENTE PRUDENTE";1;10;2;NA;NA;13;NA;NA;1;NA;1;2021-06-25
"1576";"DRS XII - REGISTRO";NA;3;NA;NA;NA;3;NA;NA;NA;NA;0;2021-06-25
"1577";"DRS XIII - RIBEIRÃO PRETO";6;5;2;1;2;16;NA;NA;NA;NA;0;2021-06-25
"1578";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-06-25
"1579";"DRS XV - SÃO JOSÉ DO RIO PRETO";16;53;19;1;NA;89;NA;NA;NA;NA;0;2021-06-25
"1580";"DRS XVI - SOROCABA";6;28;14;1;1;50;NA;NA;NA;NA;0;2021-06-25
"1581";"DRS XVII - TAUBATÉ";1;2;6;NA;NA;9;NA;NA;NA;NA;0;2021-06-25
"1582";"DRS I - GRANDE SÃO PAULO";NA;2;7;2;1;12;NA;NA;NA;NA;0;2021-06-26
"1583";"DRS II - ARAÇATUBA";NA;4;1;NA;NA;5;NA;NA;NA;NA;0;2021-06-26
"1584";"DRS III - ARARAQUARA";NA;5;5;NA;NA;10;NA;NA;NA;NA;0;2021-06-26
"1585";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-06-26
"1586";"DRS V - BARRETOS";NA;23;7;NA;1;31;NA;NA;NA;NA;0;2021-06-26
"1587";"DRS VI - BAURU";7;18;14;NA;NA;39;NA;NA;NA;NA;0;2021-06-26
"1588";"DRS VII - CAMPINAS";1;33;22;2;2;60;NA;NA;NA;NA;0;2021-06-26
"1589";"DRS VIII - FRANCA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-06-26
"1590";"DRS IX - MARÍLIA";1;22;15;2;NA;40;NA;NA;NA;NA;0;2021-06-26
"1591";"DRS X - PIRACICABA";8;11;5;NA;NA;24;NA;NA;NA;NA;0;2021-06-26
"1592";"DRS XI - PRESIDENTE PRUDENTE";1;5;1;NA;NA;7;NA;1;NA;NA;1;2021-06-26
"1593";"DRS XII - REGISTRO";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-26
"1594";"DRS XIII - RIBEIRÃO PRETO";2;7;3;NA;NA;12;NA;NA;NA;NA;0;2021-06-26
"1595";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-06-26
"1596";"DRS XV - SÃO JOSÉ DO RIO PRETO";15;53;15;NA;NA;83;NA;NA;NA;NA;0;2021-06-26
"1597";"DRS XVI - SOROCABA";3;31;18;NA;1;53;NA;NA;NA;NA;0;2021-06-26
"1598";"DRS XVII - TAUBATÉ";1;5;3;NA;NA;9;NA;NA;NA;NA;0;2021-06-26
"1599";"DRS I - GRANDE SÃO PAULO";NA;7;19;NA;2;28;NA;NA;NA;2;2;2021-06-27
"1600";"DRS II - ARAÇATUBA";1;4;NA;NA;NA;5;NA;NA;NA;NA;0;2021-06-27
"1601";"DRS III - ARARAQUARA";NA;8;2;NA;NA;10;NA;NA;NA;NA;0;2021-06-27
"1602";"DRS IV - BAIXADA SANTISTA";NA;1;NA;1;NA;2;NA;NA;1;NA;1;2021-06-27
"1603";"DRS V - BARRETOS";NA;22;7;NA;1;30;NA;NA;NA;NA;0;2021-06-27
"1604";"DRS VI - BAURU";6;20;17;1;1;45;NA;NA;NA;NA;0;2021-06-27
"1605";"DRS VII - CAMPINAS";NA;36;26;2;1;65;NA;NA;NA;NA;0;2021-06-27
"1606";"DRS VIII - FRANCA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-27
"1607";"DRS IX - MARÍLIA";NA;20;9;NA;NA;29;NA;NA;NA;1;1;2021-06-27
"1608";"DRS X - PIRACICABA";7;15;4;NA;NA;26;NA;NA;NA;NA;0;2021-06-27
"1609";"DRS XI - PRESIDENTE PRUDENTE";1;3;2;NA;NA;6;NA;1;NA;NA;1;2021-06-27
"1610";"DRS XII - REGISTRO";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-27
"1611";"DRS XIII - RIBEIRÃO PRETO";2;5;3;NA;NA;10;NA;NA;NA;NA;0;2021-06-27
"1612";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;NA;NA;NA;2;NA;NA;NA;NA;0;2021-06-27
"1613";"DRS XV - SÃO JOSÉ DO RIO PRETO";14;49;15;NA;NA;78;NA;NA;NA;NA;0;2021-06-27
"1614";"DRS XVI - SOROCABA";2;37;22;1;NA;62;NA;NA;NA;NA;0;2021-06-27
"1615";"DRS XVII - TAUBATÉ";1;5;1;NA;NA;7;NA;NA;NA;NA;0;2021-06-27
"1616";"DRS I - GRANDE SÃO PAULO";NA;9;10;NA;1;20;NA;NA;NA;NA;0;2021-06-28
"1617";"DRS II - ARAÇATUBA";1;1;3;NA;NA;5;NA;NA;NA;NA;0;2021-06-28
"1618";"DRS III - ARARAQUARA";NA;11;2;NA;NA;13;NA;NA;NA;NA;0;2021-06-28
"1619";"DRS IV - BAIXADA SANTISTA";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-28
"1620";"DRS V - BARRETOS";NA;19;10;NA;1;30;NA;NA;NA;NA;0;2021-06-28
"1621";"DRS VI - BAURU";5;27;22;NA;1;55;NA;NA;NA;NA;0;2021-06-28
"1622";"DRS VII - CAMPINAS";NA;26;23;3;1;53;NA;NA;1;NA;1;2021-06-28
"1623";"DRS VIII - FRANCA";NA;2;NA;NA;NA;2;NA;NA;NA;NA;0;2021-06-28
"1624";"DRS IX - MARÍLIA";NA;19;9;2;NA;30;NA;NA;NA;NA;0;2021-06-28
"1625";"DRS X - PIRACICABA";6;13;1;NA;NA;20;NA;NA;NA;NA;0;2021-06-28
"1626";"DRS XI - PRESIDENTE PRUDENTE";NA;7;1;NA;NA;8;NA;NA;NA;NA;0;2021-06-28
"1627";"DRS XII - REGISTRO";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-06-28
"1628";"DRS XIII - RIBEIRÃO PRETO";1;7;1;NA;NA;9;NA;NA;NA;NA;0;2021-06-28
"1629";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-06-28
"1630";"DRS XV - SÃO JOSÉ DO RIO PRETO";14;45;14;NA;NA;73;NA;NA;NA;NA;0;2021-06-28
"1631";"DRS XVI - SOROCABA";2;36;11;NA;NA;49;NA;NA;NA;NA;0;2021-06-28
"1632";"DRS XVII - TAUBATÉ";3;4;2;NA;NA;9;NA;NA;NA;NA;0;2021-06-28
"1633";"DRS I - GRANDE SÃO PAULO";NA;10;13;3;2;28;NA;NA;1;NA;1;2021-06-29
"1634";"DRS II - ARAÇATUBA";1;1;NA;NA;NA;2;NA;NA;NA;NA;0;2021-06-29
"1635";"DRS III - ARARAQUARA";1;9;1;NA;NA;11;NA;NA;NA;NA;0;2021-06-29
"1636";"DRS IV - BAIXADA SANTISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-06-29
"1637";"DRS V - BARRETOS";NA;20;8;NA;NA;28;NA;NA;NA;NA;0;2021-06-29
"1638";"DRS VI - BAURU";4;26;17;NA;1;48;NA;NA;NA;NA;0;2021-06-29
"1639";"DRS VII - CAMPINAS";2;25;17;2;NA;46;NA;NA;NA;NA;0;2021-06-29
"1640";"DRS VIII - FRANCA";NA;4;NA;1;NA;5;NA;NA;NA;NA;0;2021-06-29
"1641";"DRS IX - MARÍLIA";NA;12;15;1;NA;28;NA;NA;NA;NA;0;2021-06-29
"1642";"DRS X - PIRACICABA";4;14;1;NA;NA;19;NA;NA;NA;NA;0;2021-06-29
"1643";"DRS XI - PRESIDENTE PRUDENTE";1;4;1;NA;NA;6;NA;NA;NA;NA;0;2021-06-29
"1644";"DRS XII - REGISTRO";NA;1;1;NA;NA;2;NA;NA;NA;NA;0;2021-06-29
"1645";"DRS XIII - RIBEIRÃO PRETO";NA;5;1;NA;NA;6;NA;NA;NA;NA;0;2021-06-29
"1646";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;2;NA;NA;4;NA;NA;NA;1;1;2021-06-29
"1647";"DRS XV - SÃO JOSÉ DO RIO PRETO";12;46;12;NA;NA;70;NA;NA;NA;NA;0;2021-06-29
"1648";"DRS XVI - SOROCABA";6;20;12;NA;NA;38;NA;NA;NA;NA;0;2021-06-29
"1649";"DRS XVII - TAUBATÉ";2;5;1;NA;NA;8;NA;NA;NA;NA;0;2021-06-29
"1650";"DRS I - GRANDE SÃO PAULO";1;11;13;1;2;28;NA;NA;NA;NA;0;2021-06-30
"1651";"DRS II - ARAÇATUBA";NA;NA;NA;NA;1;1;NA;NA;NA;NA;0;2021-06-30
"1652";"DRS III - ARARAQUARA";1;7;NA;NA;1;9;NA;NA;NA;NA;0;2021-06-30
"1653";"DRS IV - BAIXADA SANTISTA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-06-30
"1654";"DRS V - BARRETOS";1;14;6;1;NA;22;NA;NA;NA;NA;0;2021-06-30
"1655";"DRS VI - BAURU";5;23;16;NA;1;45;NA;NA;NA;NA;0;2021-06-30
"1656";"DRS VII - CAMPINAS";2;27;17;NA;NA;46;NA;NA;NA;NA;0;2021-06-30
"1657";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-06-30
"1658";"DRS IX - MARÍLIA";2;9;4;NA;NA;15;NA;NA;NA;NA;0;2021-06-30
"1659";"DRS X - PIRACICABA";2;9;3;NA;1;15;NA;NA;NA;NA;0;2021-06-30
"1660";"DRS XI - PRESIDENTE PRUDENTE";NA;4;1;NA;NA;5;NA;NA;NA;NA;0;2021-06-30
"1661";"DRS XII - REGISTRO";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-06-30
"1662";"DRS XIII - RIBEIRÃO PRETO";NA;7;NA;NA;NA;7;NA;NA;NA;NA;0;2021-06-30
"1663";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;1;NA;NA;NA;1;NA;NA;NA;NA;0;2021-06-30
"1664";"DRS XV - SÃO JOSÉ DO RIO PRETO";11;46;12;NA;NA;69;NA;NA;NA;NA;0;2021-06-30
"1665";"DRS XVI - SOROCABA";6;24;10;NA;NA;40;NA;NA;NA;NA;0;2021-06-30
"1666";"DRS XVII - TAUBATÉ";2;4;1;NA;NA;7;NA;NA;NA;NA;0;2021-06-30
"1667";"DRS I - GRANDE SÃO PAULO";1;6;6;1;2;16;NA;NA;1;2;3;2021-07-01
"1668";"DRS II - ARAÇATUBA";NA;NA;1;NA;NA;1;NA;NA;NA;NA;0;2021-07-01
"1669";"DRS III - ARARAQUARA";1;8;1;NA;NA;10;NA;NA;NA;NA;0;2021-07-01
"1670";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-01
"1671";"DRS V - BARRETOS";1;15;12;1;NA;29;NA;NA;NA;NA;0;2021-07-01
"1672";"DRS VI - BAURU";3;19;10;1;NA;33;NA;NA;NA;NA;0;2021-07-01
"1673";"DRS VII - CAMPINAS";NA;13;20;1;NA;34;NA;NA;NA;NA;0;2021-07-01
"1674";"DRS VIII - FRANCA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-01
"1675";"DRS IX - MARÍLIA";NA;6;NA;1;NA;7;NA;NA;NA;NA;0;2021-07-01
"1676";"DRS X - PIRACICABA";NA;3;1;NA;NA;4;NA;NA;NA;NA;0;2021-07-01
"1677";"DRS XI - PRESIDENTE PRUDENTE";2;4;4;1;NA;11;NA;NA;NA;NA;0;2021-07-01
"1678";"DRS XII - REGISTRO";NA;3;NA;NA;NA;3;NA;NA;NA;NA;0;2021-07-01
"1679";"DRS XIII - RIBEIRÃO PRETO";NA;4;4;NA;NA;8;NA;NA;NA;NA;0;2021-07-01
"1680";"DRS XIV - SÃO JOÃO DA BOA VISTA";NA;2;1;NA;NA;3;NA;NA;NA;NA;0;2021-07-01
"1681";"DRS XV - SÃO JOSÉ DO RIO PRETO";11;30;9;NA;NA;50;NA;NA;NA;NA;0;2021-07-01
"1682";"DRS XVI - SOROCABA";4;19;8;NA;3;34;NA;1;NA;NA;1;2021-07-01
"1683";"DRS XVII - TAUBATÉ";3;4;NA;NA;NA;7;NA;NA;NA;NA;0;2021-07-01
"1684";"DRS I - GRANDE SÃO PAULO";1;5;8;NA;3;17;NA;NA;NA;NA;0;2021-07-02
"1685";"DRS II - ARAÇATUBA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-02
"1686";"DRS III - ARARAQUARA";1;3;2;NA;NA;6;NA;NA;NA;NA;0;2021-07-02
"1687";"DRS IV - BAIXADA SANTISTA";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2021-07-02
"1688";"DRS V - BARRETOS";2;10;6;NA;NA;18;NA;NA;NA;NA;0;2021-07-02
"1689";"DRS VI - BAURU";3;20;7;1;NA;31;NA;NA;NA;NA;0;2021-07-02
"1690";"DRS VII - CAMPINAS";1;16;8;NA;NA;25;NA;NA;NA;NA;0;2021-07-02
"1691";"DRS VIII - FRANCA";NA;NA;2;NA;NA;2;NA;NA;NA;NA;0;2021-07-02
